 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
80	100068944	5	8	301	11595	289	0	60.2	127.9382664	4344	0	1449.375	1729.380148	118.8780407	0.129910435	8339078.667	28900000	100000000	6	100000000	25000000	50000000	100000000	6	100000000	14300000	37800000	100000000	46	0	0	0	0	144	264	0.049965552	0.079944883	0	4344	850.1428571	1459.874118	2131232.44	1	0	0	0	0	0	0	0	1	915.5384615	60.2	1449.375	144	0	0	0	0	0	0	5	301	8	11595	0	235	2	20	10000	0	10000	10000	100000000	0	100000000	100000000	DoS Hulk
80	100068896	6	7	385	11595	367	0	64.16666667	148.3865448	4344	0	1656.428571	1760.597234	119.7175194	0.129910497	8339074.667	28900000	100000000	1	100000000	20000000	44700000	100000000	1	100000000	16700000	40800000	100000000	14	0	0	0	0	164	232	0.059958691	0.069951806	0	4344	856.1428571	1459.125389	2129046.901	1	0	0	0	0	0	0	0	1	922	64.16666667	1656.428571	164	0	0	0	0	0	0	6	385	7	11595	0	235	3	20	10006	0	10006	10006	100000000	0	100000000	100000000	DoS Hulk
80	100055890	6	7	430	11595	412	0	71.66666667	166.7545102	4344	0	1656.428571	1760.597234	120.1828298	0.129927384	8337990.833	28900000	100000000	16	100000000	20000000	44700000	100000000	991	100000000	16700000	40800000	100000000	16	0	0	0	0	164	232	0.059966485	0.069960899	0	4344	859.3571429	1458.014119	2125805.17	1	0	0	0	0	0	0	0	1	925.4615385	71.66666667	1656.428571	164	0	0	0	0	0	0	6	430	7	11595	0	235	3	20	9991	0	9991	9991	100000000	0	100000000	100000000	DoS Hulk
80	100052902	5	8	378	11595	366	0	75.6	162.3662527	5792	0	1449.375	2046.673464	119.6666939	0.129931264	8337741.833	28800000	99900000	17	100000000	25000000	50000000	99900000	1005	100000000	14300000	37800000	100000000	45	0	0	0	0	144	264	0.049973563	0.079957701	0	5792	855.6428571	1664.376234	2770148.247	1	0	0	0	0	0	0	0	1	921.4615385	75.6	1449.375	144	0	0	0	0	0	0	5	378	8	11595	0	235	2	20	9995	0	9995	9995	99900000	0	99900000	99900000	DoS Hulk
80	100071982	9	6	343	11595	337	0	38.11111111	112.100897	4344	0	1932.5	1754.831473	119.2941297	0.149892105	7147998.714	26700000	100000000	1	100000000	12500000	35300000	100000000	1	96689	19337.8	36756.24993	84439	16	0	0	0	0	284	200	0.089935263	0.059956842	0	4344	746.125	1390.704132	1934057.983	0	0	0	0	1	0	0	0	0	795.8666667	38.11111111	1932.5	284	0	0	0	0	0	0	9	343	6	11595	251	235	2	20	1006	0	1006	1006	100000000	0	100000000	100000000	DoS Hulk
80	100054084	6	5	344	11595	326	0	57.33333333	131.6520667	8688	0	2319	3776.347044	119.325464	0.10994054	10000000	31600000	99900000	1	100000000	20000000	44700000	99900000	1	100000000	25000000	50000000	100000000	186	0	0	0	0	164	168	0.059967567	0.049972973	0	8688	995.4166667	2561.039578	6558923.72	1	0	0	0	0	0	0	0	0	1085.909091	57.33333333	2319	164	0	0	0	0	0	0	6	344	5	11595	0	235	3	20	9963	0	9963	9963	99900000	0	99900000	99900000	DoS Hulk
80	100055774	6	7	384	11595	366	0	64	147.9783768	4344	0	1656.428571	1947.638216	119.7232256	0.129927534	8337981.167	28800000	99900000	47	100000000	20000000	44700000	99900000	995	100000000	16700000	40800000	100000000	47	0	0	0	0	164	232	0.059966554	0.06996098	0	4344	856.0714286	1565.005307	2449241.61	1	0	0	0	0	0	0	0	1	921.9230769	64	1656.428571	164	0	0	0	0	0	0	6	384	7	11595	0	235	3	20	10003	0	10003	10003	99900000	0	99900000	99900000	DoS Hulk
80	100072759	9	6	355	11595	355	0	39.44444444	118.3333333	5792	0	1932.5	2181.008184	119.4131162	0.149890941	7148054.214	26700000	100000000	1	100000000	12500000	35300000	100000000	1	99542	19908.4	37961.99971	87180	46	0	0	0	0	296	200	0.089934565	0.059956376	0	5792	746.875	1578.864355	2492812.65	0	0	0	0	1	0	0	0	0	796.6666667	39.44444444	1932.5	296	0	0	0	0	0	0	9	355	6	11595	251	235	1	32	2003	0	2003	2003	100000000	0	100000000	100000000	DoS Hulk
80	100067109	6	6	370	11595	370	0	61.66666667	151.0518675	5792	0	1932.5	2181.008184	119.5697579	0.119919523	9097009.909	30100000	100000000	1	100000000	20000000	44700000	100000000	1	101745	20349	39039.88906	89583	12	0	0	0	0	200	200	0.059959762	0.059959762	0	5792	920.3846154	1715.51302	2942984.923	0	0	0	0	1	0	0	0	1	997.0833333	61.66666667	1932.5	200	0	0	0	0	0	0	6	370	6	11595	251	235	1	32	4	0	4	4	100000000	0	100000000	100000000	DoS Hulk
80	100068938	7	7	329	11595	329	0	47	124.3503116	5792	0	1656.428571	2118.227235	119.157855	0.139903553	7697610.615	27700000	100000000	1	100000000	16700000	40800000	100000000	1	102569	17094.83333	36109.5628	90171	45	0	0	0	0	232	232	0.069951777	0.069951777	0	5792	794.9333333	1620.340902	2625504.638	0	0	0	0	1	0	0	0	1	851.7142857	47	1656.428571	232	0	0	0	0	0	0	7	329	7	11595	251	235	1	32	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
80	100061911	5	6	386	11595	374	0	77.2	165.9433638	7240	0	1932.5	3126.682571	119.7358703	0.10993194	10000000	31600000	99900000	16	100000000	25000000	50000000	99900000	16	100000000	20000000	44700000	100000000	85	0	0	0	0	144	200	0.049969064	0.059962876	0	7240	998.9166667	2324.846562	5404911.538	1	0	0	0	0	0	0	0	1	1089.727273	77.2	1932.5	144	0	0	0	0	0	0	5	386	6	11595	0	235	2	20	9989	0	9989	9989	99900000	0	99900000	99900000	DoS Hulk
80	100060757	6	7	386	11595	368	0	64.33333333	148.7947132	5792	0	1656.428571	2120.732252	119.7372512	0.129921064	8338396.417	28800000	99900000	4	100000000	20000000	44700000	99900000	9	100000000	16700000	40800000	100000000	45	0	0	0	0	164	232	0.059963568	0.069957496	0	5792	856.2142857	1665.566394	2774111.412	1	0	0	0	0	0	0	0	1	922.0769231	64.33333333	1656.428571	164	0	0	0	0	0	0	6	386	7	11595	0	235	3	20	10018	0	10018	10018	99900000	0	99900000	99900000	DoS Hulk
80	100076069	9	6	304	11595	304	0	33.77777778	101.3333333	5792	0	1932.5	2181.008184	118.8995543	0.149885983	7148290.643	26700000	100000000	0	100000000	12500000	35300000	100000000	0	107617	21523.4	41640.81501	95447	14	0	0	0	0	296	200	0.08993159	0.059954393	0	5792	743.6875	1579.759463	2495639.963	0	0	0	0	1	0	0	0	0	793.2666667	33.77777778	1932.5	296	0	0	0	0	0	0	9	304	6	11595	274	235	1	32	1995	0	1995	1995	100000000	0	100000000	100000000	DoS Hulk
80	100065764	8	6	305	11595	305	0	38.125	107.8337841	5792	0	1932.5	2181.008184	118.9217923	0.139907991	7697366.462	27700000	100000000	1	100000000	14300000	37800000	100000000	1	109407	21881.4	42372.1757	97116	46	0	0	0	0	264	200	0.079947423	0.059960568	0	5792	793.3333333	1622.248865	2631691.381	0	0	0	0	1	0	0	0	0	850	38.125	1932.5	264	0	0	0	0	0	0	8	305	6	11595	274	235	1	32	985	0	985	985	100000000	0	100000000	100000000	DoS Hulk
80	100080854	7	6	373	11595	373	0	53.28571429	140.9807484	5792	0	1932.5	2181.008184	119.5833121	0.129894975	8340071.167	28900000	100000000	0	100000000	16700000	40800000	100000000	0	111401	22280.2	43307.5739	99209	45	0	0	0	0	232	200	0.069943448	0.059951527	0	5792	854.8571429	1666.399151	2776886.132	0	0	0	0	1	0	0	0	0	920.6153846	53.28571429	1932.5	232	0	0	0	0	0	0	7	373	6	11595	251	235	1	32	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
80	100064830	7	6	313	11595	313	0	44.71428571	118.3028801	5792	0	1932.5	2181.008184	119.0028505	0.129915776	8338735.833	28800000	99900000	1	100000000	16700000	40800000	99900000	1	115312	23062.4	45080.38163	103186	13	0	0	0	0	232	200	0.069954648	0.059961127	0	5792	850.5714286	1667.810297	2781591.187	0	0	0	0	1	0	0	0	0	916	44.71428571	1932.5	232	0	0	0	0	0	0	7	313	6	11595	274	235	1	32	1011	0	1011	1011	99900000	0	99900000	99900000	DoS Hulk
80	100069884	6	7	347	11595	329	0	57.83333333	132.8765091	7240	0	1656.428571	2566.885263	119.3366028	0.129909214	8339157	28800000	99900000	4	100000000	20000000	44700000	99900000	4	100000000	16700000	40800000	100000000	71	0	0	0	0	164	232	0.059958099	0.069951115	0	7240	853.4285714	1934.530542	3742408.418	1	0	0	0	0	0	0	0	1	919.0769231	57.83333333	1656.428571	164	0	0	0	0	0	0	6	347	7	11595	0	235	3	20	10015	0	10015	10015	99900000	0	99900000	99900000	DoS Hulk
80	100069725	5	6	400	11595	388	0	80	172.2033681	10136	0	1932.5	4060.245892	119.8664231	0.109923356	10000000	31600000	99900000	7	100000000	25000000	50000000	99900000	7	100000000	20000000	44700000	100000000	84	0	0	0	0	144	200	0.049965162	0.059958194	0	10136	1000.083333	2907.419551	8453088.447	1	0	0	0	0	0	0	0	1	1091	80	1932.5	144	0	0	0	0	0	0	5	400	6	11595	0	235	2	20	11013	0	11013	11013	99900000	0	99900000	99900000	DoS Hulk
80	100071726	5	7	355	11595	343	0	71	152.0822146	5792	0	1656.428571	2120.732252	119.4143489	0.11991399	9097429.636	30100000	99900000	16	100000000	25000000	50000000	99900000	989	100000000	16700000	40800000	100000000	45	0	0	0	0	144	232	0.049964163	0.069949828	0	5792	919.6923077	1715.4503	2942769.731	1	0	0	0	0	0	0	0	1	996.3333333	71	1656.428571	144	0	0	0	0	0	0	5	355	7	11595	0	235	2	20	10016	0	10016	10016	99900000	0	99900000	99900000	DoS Hulk
80	100080802	6	7	380	11595	362	0	63.33333333	146.3457094	5792	0	1656.428571	2120.732252	119.6533177	0.129895042	8340066.833	28800000	100000000	1	100000000	20000000	44700000	100000000	1	100000000	16700000	40800000	100000000	45	0	0	0	0	164	232	0.059951558	0.069943484	0	5792	855.7857143	1665.702447	2774564.643	1	0	0	0	0	0	0	0	1	921.6153846	63.33333333	1656.428571	164	0	0	0	0	0	0	6	380	7	11595	0	235	3	20	10017	0	10017	10017	100000000	0	100000000	100000000	DoS Hulk
80	100083729	9	5	319	11595	319	0	35.44444444	106.3333333	7240	0	2319	3003.171157	119.0403287	0.139882877	7698748.385	27700000	100000000	1	100000000	12500000	35300000	100000000	1	119467	29866.75	51242.89429	106193	61	0	0	0	0	296	168	0.089924707	0.049958171	0	7240	794.2666667	1956.743303	3828844.352	0	0	0	0	1	0	0	0	0	851	35.44444444	2319	296	0	0	0	0	0	0	9	319	5	11595	274	235	1	32	1005	0	1005	1005	100000000	0	100000000	100000000	DoS Hulk
80	100091793	10	6	375	11595	375	0	37.5	118.5854123	5792	0	1932.5	2181.008184	119.5902245	0.159853266	6672786.2	25800000	100000000	1	100000000	11100000	33300000	100000000	1	121478	24295.6	47256.19156	108242	45	0	0	0	0	328	200	0.099908291	0.059944975	0	5792	704.1176471	1539.148664	2368978.61	0	0	0	0	1	0	0	0	0	748.125	37.5	1932.5	328	0	0	0	0	0	0	10	375	6	11595	251	235	1	32	998	0	998	998	100000000	0	100000000	100000000	DoS Hulk
80	100086953	7	7	353	11595	353	0	50.42857143	133.421459	5792	0	1656.428571	2118.227235	119.3761988	0.139878372	7698996.385	27700000	100000000	3	100000000	16700000	40800000	100000000	3	123552	20592	44188.06299	110186	45	0	0	0	0	232	232	0.069939186	0.069939186	0	5792	796.5333333	1619.859732	2623945.552	0	0	0	0	1	0	0	0	1	853.4285714	50.42857143	1656.428571	232	0	0	0	0	0	0	7	353	7	11595	251	235	1	32	987	0	987	987	100000000	0	100000000	100000000	DoS Hulk
80	100091737	6	7	323	11595	305	0	53.83333333	123.0811385	5792	0	1656.428571	2120.732252	119.070768	0.129880851	8340978.083	28900000	100000000	45	100000000	20000000	44700000	100000000	1000	100000000	16700000	40800000	100000000	45	0	0	0	0	164	232	0.059945008	0.069935843	0	5792	851.7142857	1667.071335	2779126.835	1	0	0	0	0	0	0	0	1	917.2307692	53.83333333	1656.428571	164	0	0	0	0	0	0	6	323	7	11595	0	235	3	20	8979	0	8979	8979	100000000	0	100000000	100000000	DoS Hulk
80	100086304	5	8	330	11595	318	0	66	140.9042228	4344	0	1449.375	1729.380148	119.1471712	0.129887902	8340525.333	28800000	99900000	16	100000000	25000000	50000000	99900000	1014	100000000	14300000	37800000	100000000	16	0	0	0	0	144	264	0.049956885	0.079931016	0	4344	852.2142857	1459.036994	2128788.951	1	0	0	0	0	0	0	0	1	917.7692308	66	1449.375	144	0	0	0	0	0	0	5	330	8	11595	0	235	2	20	9977	0	9977	9977	99900000	0	99900000	99900000	DoS Hulk
80	100091523	5	8	428	11595	416	0	85.6	184.7235773	4344	0	1449.375	1729.380148	120.1200625	0.129881129	8340960.25	28900000	100000000	14	100000000	25000000	50000000	100000000	1034	100000000	14300000	37800000	100000000	14	0	0	0	0	144	264	0.04995428	0.079926849	0	4344	859.2142857	1456.509747	2121420.643	1	0	0	0	0	0	0	0	1	925.3076923	85.6	1449.375	144	0	0	0	0	0	0	5	428	8	11595	0	235	2	20	9950	0	9950	9950	100000000	0	100000000	100000000	DoS Hulk
80	100090958	8	5	365	11595	359	0	45.625	126.640027	7240	0	2319	3331.638186	119.4913131	0.129881862	8340913.167	28900000	100000000	1	100000000	14300000	37800000	100000000	1	130699	32674.75	56765.15855	117320	51	0	0	0	0	252	168	0.0799273	0.049954562	0	7240	854.2857143	2169.716693	4707670.527	0	0	0	0	1	0	0	0	0	920	45.625	2319	252	0	0	0	0	0	0	8	365	5	11595	251	235	2	20	1975	0	1975	1975	100000000	0	100000000	100000000	DoS Hulk
80	100085321	9	7	345	11595	345	0	38.33333333	115	5792	0	1656.428571	2118.227235	119.2982136	0.159863603	6672354.733	25800000	100000000	1	100000000	12500000	35300000	100000000	1	122037	20339.5	44452.44889	110645	14	0	0	0	0	296	232	0.089923277	0.069940326	0	5792	702.3529412	1538.272974	2366283.743	0	0	0	0	1	0	0	0	0	746.25	38.33333333	1656.428571	296	0	0	0	0	0	0	9	345	7	11595	251	235	1	32	1010	0	1010	1010	100000000	0	100000000	100000000	DoS Hulk
80	100089669	7	6	363	11595	363	0	51.85714286	137.2011037	4344	0	1932.5	1754.831473	119.4728699	0.129883535	8340805.75	28900000	100000000	0	100000000	16700000	40800000	100000000	0	122373	24474.6	48646.09262	111081	17	0	0	0	0	232	200	0.069937288	0.059946247	0	4344	854.1428571	1460.306441	2132494.901	0	0	0	0	1	0	0	0	0	919.8461538	51.85714286	1932.5	232	0	0	0	0	0	0	7	363	6	11595	251	235	1	32	4	0	4	4	100000000	0	100000000	100000000	DoS Hulk
80	100079847	7	6	382	11595	382	0	54.57142857	144.3824287	4344	0	1932.5	1754.831473	119.6744435	0.129896282	8339987.25	28900000	100000000	1	100000000	16700000	40800000	100000000	1	124680	24936	49566.64768	113182	21	0	0	0	0	232	200	0.069944152	0.05995213	0	4344	855.5	1459.823633	2131085.038	0	0	0	0	1	0	0	0	0	921.3076923	54.57142857	1932.5	232	0	0	0	0	0	0	7	382	6	11595	251	235	1	32	6	0	6	6	100000000	0	100000000	100000000	DoS Hulk
80	100083857	8	7	356	11595	350	0	44.5	123.458495	5792	0	1656.428571	2118.227235	119.4098665	0.14987432	7148846.929	26700000	100000000	1	100000000	14300000	37800000	100000000	1	124575	20762.5	45425.30276	113057	44	0	0	0	0	252	232	0.079932971	0.069941349	0	5792	746.9375	1577.413388	2488232.996	0	0	0	0	1	0	0	0	0	796.7333333	44.5	1656.428571	252	0	0	0	0	0	0	8	356	7	11595	251	235	2	20	6	0	6	6	100000000	0	100000000	100000000	DoS Hulk
80	100083996	6	5	310	11595	292	0	51.66666667	117.7754926	8688	0	2319	3776.347044	118.9500867	0.109907682	10000000	31600000	99900000	1	100000000	20000000	44700000	99900000	1	100000000	25000000	50000000	100000000	188	0	0	0	0	164	168	0.059949645	0.049958037	0	8688	992.5833333	2561.866168	6563158.265	1	0	0	0	0	0	0	0	0	1082.818182	51.66666667	2319	164	0	0	0	0	0	0	6	310	5	11595	0	235	3	20	10998	0	10998	10998	99900000	0	99900000	99900000	DoS Hulk
80	100084965	6	8	371	11595	353	0	61.83333333	142.6722351	5792	0	1449.375	2046.673464	119.5584172	0.13988115	7698843.462	27700000	99900000	1	100000000	20000000	44700000	99900000	1	100000000	14300000	37800000	100000000	15	0	0	0	0	164	264	0.059949064	0.079932086	0	5792	798.1333333	1619.018877	2621222.124	1	0	0	0	0	0	0	0	1	855.1428571	61.83333333	1449.375	164	0	0	0	0	0	0	6	371	8	11595	0	235	3	20	10970	0	10970	10970	99900000	0	99900000	99900000	DoS Hulk
80	100083776	9	6	332	11595	332	0	36.88888889	110.6666667	4344	0	1932.5	1754.831473	119.170164	0.149874441	7148841.143	26700000	100000000	1	100000000	12500000	35300000	100000000	1	127564	25512.8	50462.60257	115310	14	0	0	0	0	296	200	0.089924665	0.059949776	0	4344	745.4375	1391.016318	1934926.396	0	0	0	0	1	0	0	0	0	795.1333333	36.88888889	1932.5	296	0	0	0	0	0	0	9	332	6	11595	274	235	1	32	1022	0	1022	1022	100000000	0	100000000	100000000	DoS Hulk
80	100090745	8	6	349	11595	349	0	43.625	123.3901333	5792	0	1932.5	2179.547086	119.3317124	0.139873072	7699288.077	27700000	100000000	1	100000000	14300000	37800000	100000000	1	129540	25908	51305.2048	117222	52	0	0	0	0	264	200	0.07992747	0.059945602	0	5792	796.2666667	1620.640458	2626475.495	0	0	0	0	1	0	0	0	0	853.1428571	43.625	1932.5	264	0	0	0	0	0	0	8	349	6	11595	274	235	1	32	1995	0	1995	1995	100000000	0	100000000	100000000	DoS Hulk
80	100092854	7	6	291	11595	291	0	41.57142857	109.9876616	5792	0	1932.5	2179.547086	118.7497361	0.129879402	8341071.167	28900000	100000000	1	100000000	16700000	40800000	100000000	1	128568	25713.6	50919.4294	116341	32	0	0	0	0	232	200	0.069935062	0.059944339	0	5792	849	1667.631485	2780994.769	0	0	0	0	1	0	0	0	0	914.3076923	41.57142857	1932.5	232	0	0	0	0	0	0	7	291	6	11595	274	235	1	32	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
80	100096769	5	7	336	11595	324	0	67.2	143.5869075	7240	0	1656.428571	2566.885263	119.1946565	0.119883989	9099706.273	30100000	100000000	59	100000000	25000000	50000000	100000000	1008	100000000	16700000	40800000	100000000	71	0	0	0	0	144	232	0.049951662	0.069932327	0	7240	918.2307692	1997.578791	3990321.026	1	0	0	0	0	0	0	0	1	994.75	67.2	1656.428571	144	0	0	0	0	0	0	5	336	7	11595	0	235	2	20	11011	0	11011	11011	100000000	0	100000000	100000000	DoS Hulk
80	100092832	5	7	364	11595	352	0	72.8	156.106374	5792	0	1656.428571	2119.480114	119.4790852	0.119888705	9099348.364	30100000	100000000	24	100000000	25000000	50000000	100000000	1001	100000000	16700000	40800000	100000000	24	0	0	0	0	144	232	0.049953627	0.069935078	0	5792	920.3846154	1714.425926	2939256.256	1	0	0	0	0	0	0	0	1	997.0833333	72.8	1656.428571	144	0	0	0	0	0	0	5	364	7	11595	0	235	2	20	10023	0	10023	10023	100000000	0	100000000	100000000	DoS Hulk
80	100101675	7	6	379	11595	379	0	54.14285714	143.2485353	5792	0	1932.5	2181.008184	119.618378	0.129867957	8341806.25	28900000	100000000	0	100000000	16700000	40800000	100000000	0	133480	26696	53008.85805	121062	45	0	0	0	0	232	200	0.0699289	0.059939057	0	5792	855.2857143	1666.266459	2776443.912	0	0	0	0	1	0	0	0	0	921.0769231	54.14285714	1932.5	232	0	0	0	0	0	0	7	379	6	11595	274	235	1	32	978	0	978	978	100000000	0	100000000	100000000	DoS Hulk
80	100097715	6	7	370	11595	352	0	61.66666667	142.2640737	5792	0	1656.428571	2120.732252	119.5331981	0.129873095	8341476.25	28800000	100000000	13	100000000	20000000	44700000	100000000	13	100000000	16700000	40800000	100000000	14	0	0	0	0	164	232	0.059941428	0.069931666	0	5792	855.0714286	1665.932608	2775331.456	1	0	0	0	0	0	0	0	1	920.8461538	61.66666667	1656.428571	164	0	0	0	0	0	0	6	370	7	11595	0	235	3	20	10993	0	10993	10993	100000000	0	100000000	100000000	DoS Hulk
80	100100773	8	6	331	11595	325	0	41.375	114.6210371	7240	0	1932.5	2695.639126	119.1399391	0.13985906	7700059.462	27700000	100000000	1	100000000	14300000	37800000	100000000	1	135516	27103.2	53919.25953	123113	72	0	0	0	0	252	200	0.079919463	0.059939597	0	7240	795.0666667	1877.75293	3525956.067	0	0	0	0	1	0	0	0	0	851.8571429	41.375	1932.5	252	0	0	0	0	0	0	8	331	6	11595	251	235	2	20	1000	0	1000	1000	100000000	0	100000000	100000000	DoS Hulk
53	160	2	2	78	110	39	39	39	0	55	55	55	0	1175000	25000	53.33333333	87.17989065	154	3	3	3	0	3	3	3	3	0	3	3	0	0	0	0	40	40	12500	12500	39	55	45.4	8.76356092	76.8	0	0	0	0	0	0	0	0	1	56.75	39	55	40	0	0	0	0	0	0	2	78	2	110	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	100104710	6	6	348	11595	348	0	58	142.0704051	4344	0	1932.5	1754.831473	119.3050757	0.119874479	9100428.182	30100000	100000000	1	100000000	20000000	44700000	100000000	1	137535	27507	54853.64508	125190	9	0	0	0	0	200	200	0.05993724	0.05993724	0	4344	918.6923077	1498.712413	2246138.897	0	0	0	0	1	0	0	0	1	995.25	58	1932.5	200	0	0	0	0	0	0	6	348	6	11595	251	235	1	32	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
53	174	2	2	94	350	47	47	47	0	175	175	175	0	2551724.138	22988.50575	58	94.3980932	167	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	40	40	11494.25287	11494.25287	47	175	98.2	70.10848736	4915.2	0	0	0	0	0	0	0	0	1	122.75	47	175	40	0	0	0	0	0	0	2	94	2	350	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	50626	1	1	56	93	56	56	56	0	93	93	93	0	2943.15174	39.50539249	50626	0	50626	50626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	19.75269624	19.75269624	56	93	68.33333333	21.36195996	456.3333333	0	0	0	0	0	0	0	0	1	102.5	56	93	32	0	0	0	0	0	0	1	56	1	93	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
53	108817	1	1	49	193	49	49	49	0	193	193	193	0	2223.917219	18.37948115	108817	0	108817	108817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	40	9.189740574	9.189740574	49	193	97	83.13843876	6912	0	0	0	0	0	0	0	0	1	145.5	49	193	32	0	0	0	0	0	0	1	49	1	193	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
53	196	2	2	94	256	47	47	47	0	128	128	128	0	1785714.286	20408.16327	65.33333333	72.56950691	145	3	3	3	0	3	3	48	48	0	48	48	0	0	0	0	64	64	10204.08163	10204.08163	47	128	79.4	44.36552716	1968.3	0	0	0	0	0	0	0	0	1	99.25	47	128	64	0	0	0	0	0	0	2	94	2	256	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	100097748	8	6	351	11595	351	0	43.875	124.0972401	4344	0	1932.5	1977.812908	119.3433443	0.139863286	7699826.769	27700000	100000000	2	100000000	14300000	37800000	100000000	2	138447	27689.4	55256.49702	126103	55	0	0	0	0	264	200	0.079921878	0.059941408	0	4344	796.4	1525.391369	2326818.829	0	0	0	0	1	0	0	0	0	853.2857143	43.875	1932.5	264	0	0	0	0	0	0	8	351	6	11595	274	235	1	32	1009	0	1009	1009	100000000	0	100000000	100000000	DoS Hulk
80	100103790	7	6	354	11595	354	0	50.57142857	133.7994234	5792	0	1932.5	2181.008184	119.3661099	0.129865213	8341982.5	28900000	100000000	1	100000000	16700000	40800000	100000000	1	141481	28296.2	56634.42572	129182	10	0	0	0	0	232	200	0.069927422	0.059937791	0	5792	853.5	1666.829452	2778320.423	0	0	0	0	1	0	0	0	0	919.1538462	50.57142857	1932.5	232	0	0	0	0	0	0	7	354	6	11595	251	235	1	32	5	0	5	5	100000000	0	100000000	100000000	DoS Hulk
80	100100843	5	7	353	11595	341	0	70.6	151.1879625	5792	0	1656.428571	2119.480114	119.3596342	0.11987911	9100076.636	30100000	99900000	12	100000000	25000000	50000000	99900000	12	100000000	16700000	40800000	100000000	33	0	0	0	0	144	232	0.049949629	0.069929481	0	5792	919.5384615	1714.732516	2940307.603	1	0	0	0	0	0	0	0	1	996.1666667	70.6	1656.428571	144	0	0	0	0	0	0	5	353	7	11595	0	235	2	20	9984	0	9984	9984	99900000	0	99900000	99900000	DoS Hulk
53	154	2	2	68	138	34	34	34	0	69	69	69	0	1337662.338	25974.02597	51.33333333	87.17989065	152	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	64	64	12987.01299	12987.01299	34	69	48	19.17028951	367.5	0	0	0	0	0	0	0	0	1	60	34	69	64	0	0	0	0	0	0	2	68	2	138	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	100104883	6	8	412	11595	394	0	68.66666667	159.4072353	4344	0	1449.375	1547.981999	119.9441989	0.139853318	7700375.615	27700000	100000000	1	100000000	20000000	44700000	100000000	1	100000000	14300000	37800000	100000000	47	0	0	0	0	164	264	0.059937136	0.079916182	0	4344	800.8666667	1312.408085	1722414.981	1	0	0	0	0	0	0	0	1	858.0714286	68.66666667	1449.375	164	0	0	0	0	0	0	6	412	8	11595	0	235	3	20	9995	0	9995	9995	100000000	0	100000000	100000000	DoS Hulk
53	23604	1	1	52	128	52	52	52	0	128	128	128	0	7625.826131	84.73140146	23604	0	23604	23604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	42.36570073	42.36570073	52	128	77.33333333	43.87862046	1925.333333	0	0	0	0	0	0	0	0	1	116	52	128	32	0	0	0	0	0	0	1	52	1	128	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
